"train_no","scheduled_dt","route","carrier","eq_code","set_no","dep_delay","arr_delay","station","country","latitude","longitude","zoom","hr","group","assistance","duty","premier","plus","standard","wheelchair_companion","wheelchair","senior","adult","youth","child","guide_dog","00~02","03~12","13~19","20~29","30~39","40~49","50~59","60~69","70~79","80~89","90~99","100+","eu_count","noneu_count","passeneger_counts","child_meal","dairy_free_meal","diabetic_meal","gluten_free_meal","kosher_meal","low_fat_meal","low_salt_meal","halal_meal","vegan_meal","vegetarian_meal","standard_meal"
"9116",2025-01-08,GBSPX-BEBMI,ES,E300,"3221-3222",0,4,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,0,0,3,11,47,217,0,0,16,237,19,3,0,0,8,1,49,67,65,56,23,8,1,0,0,82,196,275,0,1,0,0,0,0,1,0,0,1,55
"9117",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",21,32,Lille Europe,France,"50.639224","3.075796","16",9,0,0,0,0,10,72,0,0,10,50,17,5,0,1,6,4,19,13,16,13,6,6,0,0,0,72,12,82,0,0,0,0,0,0,0,0,0,0,10
"9117",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",21,32,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",8,0,0,2,11,40,189,0,0,16,201,23,0,0,1,0,11,82,59,50,58,18,13,3,0,0,210,85,240,0,0,0,0,0,0,0,0,1,5,45
"9123",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3229-3230",2,1,Lille Europe,France,"50.639224","3.075796","16",11,0,0,0,0,10,39,0,0,4,32,5,8,0,1,8,2,8,9,9,7,2,5,0,0,0,29,22,49,0,0,0,0,0,0,0,0,0,0,10
"9123",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3229-3230",2,1,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,64,0,2,17,51,271,0,0,24,278,33,4,0,0,9,11,65,71,46,38,25,12,0,0,0,164,113,339,0,0,0,0,0,0,0,0,1,2,65
"9126",2025-01-08,GBSPX-NLAMA,ES,E320,"4001-4002",-1,0,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,11,0,0,18,83,297,2,2,21,342,29,10,0,2,20,30,75,80,64,62,32,16,5,0,0,73,313,402,2,0,0,1,0,0,0,0,0,2,100
"9132",2025-01-08,GBSPX-BEBMI,ES,E320,"4025-4026",-1,-2,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,1,0,0,12,53,316,3,3,40,305,29,13,0,1,15,13,64,65,52,72,59,31,6,2,0,115,265,387,0,0,0,0,1,0,0,0,0,1,69
"9135",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3221-3222",8,6,Lille Europe,France,"50.639224","3.075796","16",13,0,0,0,4,4,39,0,0,5,31,9,2,0,0,2,3,11,10,8,6,3,2,2,0,0,19,28,47,0,0,0,0,0,0,0,0,0,0,8
"9135",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3221-3222",8,6,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",12,0,0,2,9,72,273,1,2,20,286,41,8,2,2,8,20,110,69,62,50,38,24,3,0,0,140,246,357,0,0,0,1,1,0,0,0,0,1,81
"9141",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3219-3220",9,34,Lille Europe,France,"50.639224","3.075796","16",15,0,0,0,1,3,74,0,0,5,60,7,6,0,0,7,1,19,19,8,12,6,3,1,0,0,35,41,78,0,0,0,0,0,0,0,0,0,0,4
"9141",2025-01-08,BEBMI-GBSPX-FAST,ES,E300,"3219-3220",9,34,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",14,0,0,3,6,62,242,0,0,22,257,25,5,1,1,6,8,68,63,43,52,26,21,4,1,0,137,156,310,0,0,0,0,0,0,0,1,0,0,67
"9142",2025-01-08,GBSPX-BEBMI,ES,E300,"3229-3230",-1,10,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,5,8,64,311,0,0,30,327,21,4,1,0,4,12,81,67,69,62,47,26,5,0,0,197,176,383,0,0,0,0,0,0,0,0,0,2,70
"9152",2025-01-08,GBSPX-NLAMA,ES,E320,"4007-4008",-1,30,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,13,0,7,28,77,311,1,1,26,350,36,6,0,1,3,11,85,99,75,76,36,13,1,0,0,297,103,418,0,0,0,1,0,0,0,0,0,2,104
"9153",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4025-4026",0,14,Lille Europe,France,"50.639224","3.075796","16",18,0,0,0,5,17,58,0,0,8,64,3,5,0,0,9,3,18,24,22,10,11,1,1,0,0,21,78,80,0,0,0,0,0,0,0,0,0,2,20
"9153",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4025-4026",0,14,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,5,16,49,163,0,0,11,207,7,1,2,0,6,9,66,57,49,47,30,13,3,0,0,107,173,228,0,0,0,0,0,0,0,0,0,2,63
"9158",2025-01-08,GBSPX-BEBMI,ES,E320,"4019-4020",0,26,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,0,0,1,6,34,353,0,0,20,308,56,9,0,0,14,33,101,82,70,58,34,12,2,0,0,320,86,393,0,0,0,0,0,1,0,0,2,0,37
"9159",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4003-4004",6,22,Lille Europe,France,"50.639224","3.075796","16",20,0,0,0,0,6,81,1,1,2,67,16,4,0,0,0,3,20,11,9,3,4,2,0,0,0,34,18,89,0,0,0,0,0,0,0,0,0,0,8
"9159",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4003-4004",6,22,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,2,16,50,323,0,0,19,338,26,5,1,2,1,14,84,67,31,37,24,7,0,0,0,117,150,389,0,0,0,0,0,1,0,0,0,1,64
"9165",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",0,7,Lille Europe,France,"50.639224","3.075796","16",21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,3,3,2,4,4,0,0,0,3,20,1,0,0,0,0,0,0,0,0,0,0,0
"9165",2025-01-08,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",0,7,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",21,0,0,0,3,29,186,0,0,3,187,21,6,1,1,5,11,62,32,36,26,10,3,0,0,0,63,123,218,0,0,0,0,1,0,0,0,0,0,31
"9310",2025-01-08,NLAMA-FRPNO,ER,PBA,"4534",1,0,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",6,0,0,0,7,23,71,0,0,3,83,15,0,0,1,0,3,12,11,4,4,0,0,0,0,0,13,22,101,0,0,0,0,0,0,0,0,0,0,7
"9310",2025-01-08,NLAMA-FRPNO,ER,PBA,"4534",1,0,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",6,0,0,0,3,14,82,0,0,7,75,16,1,0,0,0,2,4,6,1,6,3,0,0,0,0,19,3,99,0,0,0,0,0,0,0,0,0,0,3
"9310",2025-01-08,NLAMA-FRPNO,ER,PBA,"4534",1,0,Schiphol Airport,Netherlands,"52.308787","4.761487","13",6,0,0,0,8,4,10,0,0,2,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,8
"9321",2025-01-08,FRPNO-NLAMA,ER,PBA,"4532",0,7,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,0,0,0,3,13,43,0,0,4,44,9,2,0,0,0,0,1,2,2,4,0,0,0,0,0,2,7,59,0,0,0,0,0,0,0,0,0,0,3
"9322",2025-01-08,NLAMA-FRPNO,ER,PBA,"4533",1,2,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",8,0,0,0,9,32,71,0,0,7,89,14,2,0,0,2,2,6,10,7,4,1,0,0,0,0,12,20,112,0,0,0,0,0,0,0,0,0,0,9
"9322",2025-01-08,NLAMA-FRPNO,ER,PBA,"4533",1,2,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",8,0,0,0,5,24,72,0,0,7,76,16,2,0,0,0,0,1,14,5,1,1,0,0,0,0,18,4,101,0,0,0,0,0,0,0,0,0,0,5
"9322",2025-01-08,NLAMA-FRPNO,ER,PBA,"4533",1,2,Schiphol Airport,Netherlands,"52.308787","4.761487","13",8,0,0,0,5,2,31,0,0,1,33,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,38,0,0,0,0,0,0,0,0,0,0,5
"9328",2025-01-08,NLAMA-FRPNO,ER,E320,,0,7,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",9,0,0,0,13,57,362,0,0,40,308,77,7,0,1,2,4,42,23,16,14,10,3,1,0,0,37,79,432,0,0,0,0,0,0,0,0,0,0,13
"9328",2025-01-08,NLAMA-FRPNO,ER,E320,,0,7,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",9,0,0,0,11,33,150,0,0,12,136,42,4,0,1,0,3,17,11,9,7,4,2,0,0,0,26,28,194,0,0,0,0,0,0,0,0,0,0,11
"9328",2025-01-08,NLAMA-FRPNO,ER,E320,,0,7,Schiphol Airport,Netherlands,"52.308787","4.761487","13",9,0,0,0,4,9,38,0,0,6,40,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,51,0,0,0,0,0,0,0,0,0,0,4
"9340",2025-01-08,NLAMA-FRPNO,ER,RUB,"4322",28,30,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",11,0,0,0,19,46,130,0,0,23,128,43,1,0,0,1,4,5,2,6,4,3,7,0,0,0,6,26,195,0,0,0,0,0,0,0,0,0,0,19
"9340",2025-01-08,NLAMA-FRPNO,ER,RUB,"4322",28,30,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",11,0,0,0,4,12,48,0,0,9,47,7,1,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,64,0,0,0,0,0,0,0,0,0,0,4
"9363",2025-01-08,FRPNO-NLAMA,ER,E320,,0,30,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,20,37,117,0,0,7,148,19,0,0,0,0,1,4,5,2,2,0,1,0,2,0,5,12,174,0,0,0,0,0,0,0,0,0,0,20
"9364",2025-01-08,NLAMA-FRPNO,ER,PBA,"4343",43,82,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",15,13,0,0,8,25,146,0,0,8,130,35,6,0,0,2,2,10,8,5,6,8,3,1,0,0,12,33,179,0,0,0,0,0,0,0,0,0,0,8
"9364",2025-01-08,NLAMA-FRPNO,ER,PBA,"4343",43,82,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",15,0,0,0,10,22,36,0,0,5,60,3,0,0,0,0,0,2,8,2,1,2,2,1,0,0,9,9,68,0,0,0,0,0,0,0,0,0,0,10
"9364",2025-01-08,NLAMA-FRPNO,ER,PBA,"4343",43,82,Schiphol Airport,Netherlands,"52.308787","4.761487","13",15,0,0,0,4,7,14,0,0,1,21,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,4
"9369",2025-01-08,FRPNO-NLAMA,ER,PBA,"4532",14,39,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",18,0,0,0,3,19,31,0,0,1,47,5,0,0,0,0,1,1,3,4,4,2,1,0,0,0,11,5,53,0,0,0,0,0,0,0,0,0,0,3
"9370",2025-01-08,NLAMA-FRPNO,ER,PBKA,"4341",1,14,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",16,0,0,0,2,23,77,0,0,9,74,17,2,0,0,0,1,10,9,4,5,5,2,0,0,0,9,27,102,0,0,0,0,0,0,0,0,0,0,2
"9370",2025-01-08,NLAMA-FRPNO,ER,PBKA,"4341",1,14,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",16,0,0,0,8,12,48,0,0,3,54,9,2,0,0,0,0,4,6,4,2,2,2,0,0,0,10,10,68,0,0,0,0,0,0,0,0,0,0,8
"9370",2025-01-08,NLAMA-FRPNO,ER,PBKA,"4341",1,14,Schiphol Airport,Netherlands,"52.308787","4.761487","13",16,0,0,0,6,10,23,0,0,0,35,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,6
"9376",2025-01-08,NLAMA-FRPNO,ER,PBA,"4536",1,32,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",17,0,0,0,15,18,100,0,0,3,101,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,133,0,0,0,0,0,0,0,0,0,0,15
"9382",2025-01-08,NLAMA-FRPNO,ER,PBA,"4539",1,21,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",18,0,0,0,8,31,123,0,0,9,126,24,3,0,0,0,4,15,13,14,5,1,0,0,0,0,9,43,162,0,0,0,0,0,0,0,0,0,0,8
"9382",2025-01-08,NLAMA-FRPNO,ER,PBA,"4539",1,21,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",18,0,0,0,1,11,38,0,0,2,43,5,0,0,0,0,1,6,4,1,1,4,0,0,0,0,12,5,50,0,0,0,0,0,0,0,0,0,0,1
"9414",2025-01-08,DEDTM-FRPNO,ER,RUB,"4342",0,0,Essen Hbf,Germany,"51.451351","7.014795","16",5,0,0,0,0,2,4,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
"9414",2025-01-08,DEDTM-FRPNO,ER,RUB,"4342",0,0,Duisburg Hbf,Germany,"51.429786","6.775906","16",5,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"9414",2025-01-08,DEDTM-FRPNO,ER,RUB,"4342",0,0,Aachen Hbf,Germany,"50.77607","6.08378","16",7,0,0,0,1,4,16,0,0,3,17,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,1
"9414",2025-01-08,DEDTM-FRPNO,ER,RUB,"4342",0,0,Cologne Hbf,Germany,"50.8789","7.119303","16",6,0,0,0,10,6,62,0,0,3,53,22,0,0,0,0,0,3,3,1,0,0,0,0,0,0,7,0,78,0,0,0,0,0,0,0,0,0,0,10
"9426",2025-01-08,DEDTM-FRPNO,ER,RUB,"4302",0,0,Dortmund Hbf,Germany,"51.517898","7.459293","16",7,0,0,0,0,0,16,0,0,2,9,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0
"9426",2025-01-08,DEDTM-FRPNO,ER,RUB,"4302",0,0,Essen Hbf,Germany,"51.451351","7.014795","16",7,0,0,0,2,0,29,0,0,2,22,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,2
"9435",2025-01-08,FRPNO-DEDTM,ER,PBKA,"4342",0,16,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,8,7,34,0,0,7,34,8,0,0,0,0,1,0,1,4,2,1,0,0,0,0,3,6,49,0,0,0,0,0,0,0,0,0,0,8
"9459",2025-01-08,FRPNO-DEDTM,ER,RUB,"4322",0,27,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,2,8,16,0,0,4,19,3,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,5,26,0,0,0,0,0,0,0,0,0,0,2
"9471",2025-01-08,FRPNO-DEDTM,ER,RUB,"4302",0,101,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,0,1,13,22,0,0,6,25,5,0,0,0,0,0,0,0,4,0,1,3,0,0,0,8,0,36,0,0,0,0,0,0,0,0,0,0,1
"9474",2025-01-08,DEDTM-FRPNO,ER,PBKA,"4342",9,54,Aachen Hbf,Germany,"50.77607","6.08378","16",17,0,0,0,2,3,23,0,0,5,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,2
"9474",2025-01-08,DEDTM-FRPNO,ER,PBKA,"4342",9,54,Cologne Hbf,Germany,"50.8789","7.119303","16",16,0,0,0,13,27,76,1,1,14,90,11,3,0,0,0,0,3,1,0,5,0,2,0,0,0,6,5,118,0,0,0,0,0,0,0,0,0,0,15
"9004",2025-01-09,GBSPX-FRPNO,ES,E320,"4001-4002",-1,34,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,1,56,100,667,0,0,27,676,99,21,0,1,15,28,190,144,83,76,37,13,1,1,0,129,460,823,0,0,0,0,0,0,0,5,0,0,151
"9007",2025-01-09,FRPNO-GBSPX,ES,E320,Cancelled,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",7,29,0,0,1,2,50,0,0,0,53,0,0,0,0,6,11,131,74,58,33,15,8,0,0,0,213,123,53,0,0,0,0,0,0,0,0,0,0,3
"9008",2025-01-09,GBSPX-FRPNO,ES,E320,"4023-4024",-1,17,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",8,0,0,0,47,47,530,0,0,41,524,52,7,0,1,8,22,144,139,95,97,55,18,9,0,0,147,441,624,0,0,0,0,0,0,0,0,0,2,92
"9009",2025-01-09,FRPNO-GBSPX,ES,E320,"4031-4032",0,24,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",7,111,0,1,49,62,634,0,0,22,623,89,11,0,0,10,30,163,102,76,51,19,8,0,0,0,322,137,745,0,0,0,0,0,0,0,0,0,0,111
"9013",2025-01-09,FRPNO-GBSPX,ES,E320,"4029-4030",0,33,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",8,32,0,0,20,64,480,0,0,18,465,75,5,1,1,10,35,175,119,58,56,36,4,1,0,0,321,174,564,0,0,0,0,0,0,0,0,0,0,84
"9014",2025-01-09,GBSPX-FRPNO,ES,E320,"4033-4034",0,30,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,65,0,0,50,99,526,2,2,46,584,31,18,0,3,20,26,107,125,97,98,82,35,6,0,0,131,468,679,2,0,0,0,0,0,0,1,1,0,149
"9015",2025-01-09,FRPNO-GBSPX,ES,E320,"4021-4022",-1,31,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",9,0,0,0,34,74,541,0,0,53,473,102,19,2,2,20,36,186,135,85,77,60,18,3,1,0,347,276,649,0,0,0,0,0,0,0,1,0,1,106
"9018",2025-01-09,GBSPX-FRPNO,ES,E320,"4019-4020",30,55,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",10,25,0,6,31,95,502,0,0,57,495,59,17,0,1,26,45,132,92,106,102,81,32,2,0,0,95,524,628,1,1,0,3,0,0,0,0,2,4,115
"9023",2025-01-09,FRPNO-GBSPX,ES,E320,"4001-4002",34,58,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",11,0,0,3,33,106,582,0,0,44,539,100,38,0,1,41,61,165,107,111,90,71,44,7,0,0,241,457,721,0,0,0,0,0,0,0,0,1,1,137
"9024",2025-01-09,GBSPX-FRPNO,ES,E320,"4021-4022",0,19,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",12,0,0,0,67,64,553,1,1,83,526,61,15,1,1,20,47,131,93,112,105,104,55,8,0,0,134,542,686,0,0,0,1,0,0,0,0,0,0,132
"9031",2025-01-09,FRPNO-GBSPX,ES,E320,"4023-4024",-1,15,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",13,0,0,0,48,87,602,0,0,49,587,72,28,1,0,35,67,165,127,136,107,58,44,11,1,0,208,543,737,0,0,0,0,0,0,0,0,1,0,134
"9032",2025-01-09,GBSPX-FRPNO,ES,E300,"3211-3212",34,72,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",14,0,0,1,46,97,437,0,0,25,503,35,17,0,1,19,25,97,111,92,110,51,30,2,0,0,209,329,580,0,0,0,6,0,0,0,2,0,3,132
"9039",2025-01-09,FRPNO-GBSPX,ES,E320,"4033-4034",-1,17,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",15,0,0,0,46,109,618,0,0,62,597,84,30,0,5,37,55,192,151,100,102,64,38,6,2,1,218,535,773,0,0,0,2,0,0,0,0,0,3,150
"9040",2025-01-09,GBSPX-FRPNO,ES,E320,"4001-4002",0,24,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",16,0,0,1,68,62,508,0,0,31,538,56,13,0,0,14,26,138,138,117,127,42,27,2,0,0,356,275,638,0,0,0,1,0,0,0,0,0,1,128
"9044",2025-01-09,GBSPX-FRPNO,ES,E320,"4015-4016",0,15,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,0,0,2,56,80,463,0,0,17,516,50,14,2,1,15,19,132,150,132,116,39,13,4,1,0,354,268,599,0,0,0,0,0,0,0,0,0,0,136
"9046",2025-01-09,GBSPX-FRPNO,ES,E320,"4023-4024",0,19,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,134,0,0,47,82,520,0,0,15,497,124,13,0,0,17,18,103,149,126,86,31,9,2,0,0,338,203,649,0,0,0,0,0,0,0,0,1,2,126
"9047",2025-01-09,FRPNO-GBSPX,ES,E320,"4019-4020",-1,46,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",17,0,0,1,77,69,542,0,0,33,575,60,18,2,3,17,30,129,143,134,134,62,26,7,0,0,235,450,688,1,0,0,0,0,0,0,0,1,5,139
"9051",2025-01-09,FRPNO-GBSPX,ES,E320,"4021-4022",-1,7,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",18,0,0,0,56,86,511,0,0,28,556,54,15,0,0,19,34,139,177,112,125,50,19,0,0,0,240,435,653,0,0,0,1,0,0,0,2,1,5,133
"9054",2025-01-09,GBSPX-FRPNO,ES,E320,"4029-4030",11,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",20,160,0,0,45,86,582,0,0,30,550,125,8,0,0,9,13,161,146,92,69,40,9,1,0,0,312,228,713,0,0,0,0,0,0,0,0,0,1,130
"9055",2025-01-09,FRPNO-GBSPX,ES,E300,"3221-3222",0,27,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,0,0,1,47,81,459,1,1,30,486,55,18,0,2,16,33,130,166,127,94,44,24,5,1,0,265,377,589,0,0,0,1,0,0,0,0,0,2,127
"9063",2025-01-09,FRPNO-GBSPX,ES,E320,"4001-4002",0,10,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",21,0,0,1,34,88,575,0,1,21,588,77,12,0,0,10,35,258,168,114,67,36,10,1,0,0,239,460,698,0,0,0,0,0,0,0,0,0,2,121
"9080",2025-01-09,GBSPX-FRPNO,ES,E320,Cancelled,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",6,0,0,0,0,5,50,0,0,1,47,7,0,0,0,12,46,166,113,65,44,25,8,1,0,0,97,383,55,0,0,0,0,0,0,0,0,0,0,5
"9106",2025-01-09,GBSPX-NLAMA,ES,E320,"4009-4010",4,120,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",6,0,0,1,2,23,299,0,0,7,266,47,3,1,0,5,22,138,68,42,41,18,3,0,0,0,76,261,324,0,0,0,0,0,0,0,0,0,0,25
"9110",2025-01-09,GBSPX-BEBMI,ES,E300,"3211-3212",0,39,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,1,12,32,197,0,0,8,196,28,9,0,1,11,12,76,56,42,37,23,4,1,0,0,59,204,241,0,0,0,0,0,0,0,0,0,0,44
"9113",2025-01-09,BEBMI-GBSPX-FAST,ES,E320,Cancelled,,,Lille Europe,France,"50.639224","3.075796","16",8,0,0,0,0,0,6,0,0,0,4,2,0,0,1,2,3,35,20,15,16,2,1,0,0,0,82,13,6,0,0,0,0,0,0,0,0,0,0,0
"9113",2025-01-09,BEBMI-GBSPX-FAST,ES,E320,Cancelled,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",7,38,0,1,0,1,48,0,0,0,13,36,0,0,1,4,8,75,50,49,38,14,1,2,0,0,210,32,49,0,0,0,0,0,0,0,0,0,0,1
"9116",2025-01-09,GBSPX-BEBMI,ES,E300,"4015-4016",0,34,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,0,0,3,12,41,271,0,0,30,260,30,4,0,0,7,18,73,67,66,41,36,12,1,0,0,88,233,324,0,0,0,0,0,0,0,0,0,0,53
"9117",2025-01-09,BEBMI-GBSPX-FAST,ES,E320,"4019-4020",0,26,Lille Europe,France,"50.639224","3.075796","16",9,0,0,1,3,9,137,0,0,3,120,24,2,0,0,0,4,31,13,7,9,1,4,0,0,0,55,14,149,0,0,0,0,0,0,0,0,1,0,11
"9117",2025-01-09,BEBMI-GBSPX-FAST,ES,E320,"4019-4020",0,26,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",8,0,0,4,17,64,468,1,1,31,450,60,10,0,1,9,18,88,84,62,55,22,18,4,0,0,259,102,551,0,0,0,0,0,0,0,0,0,1,82
"9123",2025-01-09,BEBMI-GBSPX-FAST,ES,E300,Cancelled,99,134,Lille Europe,France,"50.639224","3.075796","16",11,0,0,0,0,9,40,0,0,9,36,4,0,0,0,0,4,10,11,7,8,12,3,0,0,0,26,29,49,0,0,0,0,0,0,0,0,0,0,9
"9123",2025-01-09,BEBMI-GBSPX-FAST,ES,E300,Cancelled,99,134,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,0,0,0,12,61,273,1,1,19,292,27,10,0,0,10,15,67,78,64,45,31,13,3,0,0,208,118,348,1,1,0,0,0,0,0,0,0,1,72
"9126",2025-01-09,GBSPX-NLAMA,ES,E320,"4031-4032",0,21,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,0,0,1,12,71,356,0,0,28,355,37,19,0,1,20,20,84,89,54,74,48,24,5,0,0,119,300,439,0,1,0,1,1,0,0,0,0,1,79
"9132",2025-01-09,GBSPX-BEBMI,ES,E320,"4029-4030",0,26,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,14,48,290,0,0,31,290,21,10,0,1,9,17,61,85,50,62,46,18,5,0,0,141,213,352,0,0,0,0,1,0,0,0,0,2,59
"9135",2025-01-09,BEBMI-GBSPX-FAST,ES,E300,"4011-4012",11,45,Lille Europe,France,"50.639224","3.075796","16",13,0,0,0,0,8,25,0,1,6,25,2,1,0,0,0,1,0,5,5,4,3,1,1,0,0,13,7,34,0,0,0,0,0,0,0,0,0,0,9
"9135",2025-01-09,BEBMI-GBSPX-FAST,ES,E300,"4011-4012",11,45,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",12,1,0,1,14,58,293,1,1,34,270,57,5,1,1,6,26,108,54,34,67,51,19,6,0,0,186,186,367,1,0,0,3,0,0,0,0,0,1,69
"9141",2025-01-09,BEBMI-GBSPX-FAST,ES,E300,"4015-4016",2,27,Lille Europe,France,"50.639224","3.075796","16",15,10,0,0,1,9,74,0,0,8,65,7,4,0,0,3,7,10,7,13,13,10,10,2,0,0,19,56,84,0,0,0,0,0,0,0,0,0,0,10
