"train_no","scheduled_dt","route","carrier","eq_code","set_no","dep_delay","arr_delay","station","country","latitude","longitude","zoom","hr","group","assistance","duty","premier","plus","standard","wheelchair_companion","wheelchair","senior","adult","youth","child","guide_dog","00~02","03~12","13~19","20~29","30~39","40~49","50~59","60~69","70~79","80~89","90~99","100+","eu_count","noneu_count","passeneger_counts","child_meal","dairy_free_meal","diabetic_meal","gluten_free_meal","kosher_meal","low_fat_meal","low_salt_meal","halal_meal","vegan_meal","vegetarian_meal","standard_meal"
"9027",2025-01-02,FRPNO-GBSPX,ES,E320,"4015-4016",-1,13,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",12,0,0,0,51,127,647,2,2,45,582,128,74,0,1,100,109,128,147,146,137,52,24,5,0,0,226,623,829,0,0,0,0,0,0,0,0,0,0,182
"9028",2025-01-02,GBSPX-FRPNO,ES,E300,"3221-3222",-1,3,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,68,120,526,0,0,35,478,140,61,0,0,72,86,143,102,139,106,44,12,3,0,1,316,392,714,7,0,0,2,0,0,0,0,2,6,171
"9031",2025-01-02,FRPNO-GBSPX,ES,E320,"4029-4030",2,-2,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",13,23,0,0,68,130,663,4,4,51,626,121,68,3,3,81,101,168,153,154,110,64,26,10,2,0,178,694,869,0,1,0,0,0,0,0,0,0,7,198
"9032",2025-01-02,GBSPX-FRPNO,ES,E300,"3211-3212",-1,-1,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",14,0,0,0,39,119,534,0,0,44,479,117,51,1,1,56,60,187,123,86,96,57,27,7,0,0,359,341,692,3,0,0,0,0,1,0,2,0,5,147
"9036",2025-01-02,GBSPX-FRPNO,ES,E300,"3219-3220",0,0,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,0,37,119,574,0,0,40,466,135,89,0,3,100,71,150,132,111,70,51,11,5,0,0,454,250,730,5,0,0,3,0,0,0,5,1,1,141
"9037",2025-01-02,FRPNO-GBSPX,ES,E320,"4027-4028",21,29,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",14,11,0,1,44,137,669,1,1,37,609,134,72,0,5,81,91,177,180,139,94,58,13,4,0,0,196,646,852,3,0,0,1,0,0,0,0,1,4,174
"9039",2025-01-02,FRPNO-GBSPX,ES,E320,"4031-4032",45,58,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",15,10,0,0,44,87,556,0,0,20,518,101,47,1,2,52,75,171,125,103,96,37,7,2,0,0,198,472,687,5,1,0,1,0,0,0,0,0,4,120
"9040",2025-01-02,GBSPX-FRPNO,ES,E320,"4013-4014",14,20,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",16,14,0,0,20,168,667,0,0,49,576,168,60,2,2,58,87,213,141,109,110,52,27,3,0,0,550,252,855,3,1,0,0,0,0,0,3,2,2,177
"9043",2025-01-02,FRPNO-GBSPX,ES,E320,"4021-4022",30,27,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",16,0,0,0,39,128,672,1,1,23,627,112,78,1,2,83,84,211,169,138,115,33,15,3,0,0,207,646,841,0,0,0,1,0,1,0,0,0,2,165
"9044",2025-01-02,GBSPX-FRPNO,ES,E320,"4029-4030",0,3,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,0,0,0,8,113,658,0,0,32,508,170,68,1,2,74,102,210,117,108,56,32,20,1,0,0,571,151,779,0,0,1,0,0,1,0,0,2,0,117
"9046",2025-01-02,GBSPX-FRPNO,ES,E320,"4031-4032",9,16,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,0,0,0,13,104,628,1,1,28,508,168,43,0,1,56,96,248,117,116,66,28,13,1,1,0,552,191,747,1,0,0,1,2,0,0,4,0,0,111
"9047",2025-01-02,FRPNO-GBSPX,ES,E320,"4033-4034",20,38,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",17,0,0,0,31,108,663,1,1,42,599,102,59,2,0,84,69,216,177,129,100,58,21,5,0,0,234,625,804,0,0,0,1,0,0,0,0,1,5,134
"9050",2025-01-02,GBSPX-FRPNO,ES,E320,"4021-4022",-1,-3,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,13,0,1,20,99,662,1,1,22,563,161,36,1,1,40,83,226,118,100,76,34,8,1,0,0,501,186,783,0,0,0,0,0,0,1,0,1,1,118
"9051",2025-01-02,FRPNO-GBSPX,ES,E300,"3221-3222",0,0,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",18,2,0,0,36,116,529,2,2,21,517,107,40,0,2,52,74,204,155,93,95,34,12,1,0,0,178,544,685,1,0,0,1,2,0,0,1,1,4,146
"9054",2025-01-02,GBSPX-FRPNO,ES,E320,"4033-4034",12,-9,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,21,0,0,10,116,553,0,0,14,512,115,38,0,1,50,82,268,150,89,69,29,7,0,0,0,472,273,679,0,0,0,0,0,0,0,1,5,1,119
"9055",2025-01-02,FRPNO-GBSPX,ES,E300,"3205-3206",0,6,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,34,0,0,38,102,481,1,1,19,491,83,30,0,4,49,65,198,123,92,89,29,7,4,0,0,115,545,623,5,0,0,1,0,0,0,0,2,1,133
"9067",2025-01-02,FRPNO-GBSPX,ES,E320,"4023-4024",9,11,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,0,0,0,28,119,651,0,0,17,632,109,38,2,2,38,70,297,183,87,62,37,5,3,0,0,215,569,798,0,0,0,0,0,0,0,1,0,0,146
"9106",2025-01-02,GBSPX-NLAMA,ES,E320,"4011-4012",0,2,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,1,7,77,574,1,1,16,501,109,34,0,1,41,69,230,144,79,71,34,5,0,0,0,170,504,660,0,0,0,0,0,0,0,3,1,0,82
"9110",2025-01-02,GBSPX-BEBMI,ES,E300,"3219-3220",-1,-1,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,0,0,57,490,0,0,11,366,118,52,0,1,67,77,154,112,89,46,19,9,0,0,0,176,398,547,1,0,0,0,0,0,0,0,0,0,56
"9113",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4003-4004",0,1,Lille Europe,France,"50.639224","3.075796","16",8,0,0,1,0,36,261,0,0,7,156,95,39,0,0,46,68,57,43,56,31,3,3,0,0,0,295,12,297,0,0,0,0,0,0,0,0,0,0,36
"9113",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4003-4004",0,1,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",7,0,0,0,0,42,345,1,1,10,264,95,20,0,1,33,65,104,59,68,50,16,5,1,0,0,381,21,389,0,0,0,0,0,0,0,0,0,0,44
"9116",2025-01-02,GBSPX-BEBMI,ES,E300,"3007-3008",0,-1,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,0,0,0,4,84,473,0,0,15,434,80,32,0,3,41,46,135,127,88,80,31,11,2,0,0,198,366,561,0,0,0,1,0,0,0,0,0,0,87
"9117",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4033-4034",1,4,Lille Europe,France,"50.639224","3.075796","16",9,12,0,0,1,14,190,0,0,7,134,37,27,0,0,26,34,32,30,40,23,7,4,0,0,0,184,12,205,1,1,0,0,0,0,0,0,0,0,13
"9117",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4033-4034",1,4,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",8,0,0,2,8,87,453,1,1,20,367,127,36,0,0,58,92,95,78,106,94,29,3,2,0,0,468,89,550,1,2,0,1,0,0,0,0,0,1,92
"9123",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3211-3212",0,8,Lille Europe,France,"50.639224","3.075796","16",11,0,0,0,0,8,48,0,0,7,36,8,5,0,0,8,8,1,12,14,8,5,2,0,0,0,35,23,56,0,0,0,0,0,0,0,0,0,0,8
"9123",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3211-3212",0,8,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,0,0,0,34,82,474,1,1,38,368,142,42,2,1,53,85,109,90,103,80,42,21,2,0,0,467,119,592,2,0,0,1,0,0,0,0,2,1,112
"9126",2025-01-02,GBSPX-NLAMA,ES,E320,"4005-4006",-1,24,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,0,0,1,45,120,625,1,1,66,528,99,97,2,4,109,72,106,138,180,98,67,37,7,0,0,338,480,792,0,0,0,2,0,0,0,4,2,5,154
"9132",2025-01-02,GBSPX-BEBMI,ES,E320,"4003-4004",-1,0,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,24,115,585,0,0,54,492,113,65,0,3,81,93,109,111,126,129,73,30,8,0,0,458,305,724,5,1,0,3,1,0,0,0,0,2,127
"9135",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3219-3220",1,3,Lille Europe,France,"50.639224","3.075796","16",13,0,0,1,6,7,79,0,0,7,50,26,9,0,0,14,13,21,12,10,12,8,6,0,0,0,46,50,92,0,0,0,0,0,0,0,0,0,0,13
"9135",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3219-3220",1,3,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",12,12,0,0,17,82,440,2,2,32,380,92,39,0,1,45,70,68,80,99,100,32,25,1,1,0,279,243,543,1,0,0,1,0,0,0,0,0,1,100
"9141",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3007-3008",3,-1,Lille Europe,France,"50.639224","3.075796","16",15,0,0,1,5,26,88,0,0,5,84,14,16,0,0,20,27,5,29,25,19,2,3,0,0,0,38,92,119,0,1,0,0,0,0,0,0,0,0,30
"9141",2025-01-02,BEBMI-GBSPX-FAST,ES,E300,"3007-3008",3,-1,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",14,8,0,1,15,96,392,1,1,36,385,57,26,1,5,35,29,50,58,71,71,46,12,3,0,0,165,215,505,3,2,0,1,0,0,0,1,0,4,102
"9142",2025-01-02,GBSPX-BEBMI,ES,E320,"4015-4016",-1,-2,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,0,14,118,596,1,1,44,523,104,59,0,0,73,63,156,134,117,114,63,21,3,0,0,560,184,730,5,0,0,1,0,0,0,0,1,5,122
"9148",2025-01-02,GBSPX-BEBMI,ES,E300,"3007-3008",-1,0,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,10,0,0,7,62,473,1,1,14,375,109,46,0,1,53,51,135,106,91,73,23,4,0,0,0,480,57,544,1,0,0,0,0,0,0,0,0,0,70
"9149",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4009-4010",1,-7,Lille Europe,France,"50.639224","3.075796","16",17,0,0,0,2,17,142,1,1,9,113,19,22,0,3,26,17,20,28,41,9,12,6,0,0,0,50,112,163,0,0,0,0,0,0,0,0,1,0,20
"9149",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4009-4010",1,-7,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",16,10,0,1,12,84,412,0,0,26,410,46,26,0,0,53,52,131,126,103,90,64,20,1,0,0,248,392,508,0,0,0,0,0,0,0,6,1,1,88
"9152",2025-01-02,GBSPX-NLAMA,ES,E320,"4027-4028",-1,-3,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,0,0,2,9,71,595,2,2,15,490,147,27,0,1,36,84,199,141,99,84,30,9,1,0,0,591,93,679,0,1,0,1,0,0,0,2,2,5,73
"9153",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4003-4004",3,0,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,11,0,0,16,101,572,1,2,32,543,80,36,1,1,49,68,174,137,111,76,48,13,2,0,0,267,412,692,1,0,0,6,0,0,0,0,0,4,109
"9158",2025-01-02,GBSPX-BEBMI,ES,E320,"4009-4010",-1,1,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,0,0,1,2,88,589,0,0,12,446,172,49,0,1,61,92,226,120,95,67,31,4,1,0,0,636,62,679,0,0,0,1,0,0,0,0,0,0,89
"9159",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4011-4012",0,-2,Lille Europe,France,"50.639224","3.075796","16",20,0,0,0,0,17,211,0,0,12,169,16,31,0,0,20,8,16,25,31,10,3,3,0,0,0,28,88,228,1,0,0,2,0,0,0,0,0,0,14
"9159",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4011-4012",0,-2,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,0,8,51,401,1,1,18,371,40,32,1,0,25,8,62,61,39,31,7,4,0,0,0,79,158,462,4,0,0,0,0,0,0,0,0,1,56
"9165",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",-1,-2,Lille Europe,France,"50.639224","3.075796","16",21,0,0,0,0,34,130,1,1,5,118,16,26,1,0,31,16,24,38,25,25,7,2,1,0,0,50,119,166,0,1,0,0,0,0,0,0,0,0,35
"9165",2025-01-02,BEBMI-GBSPX-FAST,ES,E320,"4015-4016",-1,-2,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,14,69,365,1,1,10,370,53,16,1,0,17,34,159,127,51,49,22,4,1,0,0,130,334,450,0,0,0,0,0,0,0,0,3,8,74
"9310",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4535-4341",1,14,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",6,0,0,0,22,25,92,0,0,0,101,33,5,0,0,1,8,7,5,11,2,0,0,0,0,0,10,24,139,0,0,0,0,0,0,0,0,0,0,22
"9310",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4535-4341",1,14,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",6,0,0,0,7,34,132,2,2,6,106,60,5,0,0,4,2,11,2,5,6,0,0,0,0,0,27,3,177,0,0,0,0,0,0,0,0,0,0,11
"9321",2025-01-02,FRPNO-NLAMA,ER,PBKA,"4532",17,26,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,0,0,0,8,21,62,0,0,3,70,14,4,0,0,1,3,6,3,7,5,0,0,0,0,0,0,25,91,0,0,0,0,0,0,0,0,0,0,8
"9322",2025-01-02,NLAMA-FRPNO,ER,E320,,1,3,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",8,0,0,0,42,63,322,0,0,20,238,158,11,0,1,2,17,28,16,12,15,11,2,1,0,0,62,43,427,0,0,0,0,0,0,0,0,0,0,42
"9322",2025-01-02,NLAMA-FRPNO,ER,E320,,1,3,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",8,32,0,0,20,59,278,0,0,31,180,124,22,0,0,9,24,26,17,16,20,6,2,0,0,0,114,6,357,0,0,0,0,0,0,0,0,0,0,20
"9322",2025-01-02,NLAMA-FRPNO,ER,E320,,1,3,Schiphol Airport,Netherlands,"52.308787","4.761487","13",8,0,0,0,9,10,46,0,0,2,30,31,2,0,0,2,4,6,0,3,3,0,1,0,0,0,18,1,65,0,0,0,0,0,0,0,0,0,0,9
"9328",2025-01-02,NLAMA-FRPNO,ER,PBA,"4534",0,2,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",9,0,0,0,17,49,133,0,0,10,143,38,8,0,0,0,2,7,6,0,2,0,0,0,0,0,11,6,199,0,0,0,0,0,0,0,0,0,0,17
"9328",2025-01-02,NLAMA-FRPNO,ER,PBA,"4534",0,2,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",9,0,0,0,8,18,88,1,1,15,68,20,13,0,0,3,1,1,0,2,1,0,0,0,1,0,8,1,116,0,0,0,0,0,0,0,0,0,0,10
"9339",2025-01-02,FRPNO-NLAMA,ER,PBA,"4536",30,39,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,5,14,34,0,0,4,35,7,7,0,0,0,0,2,0,1,2,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,5
"9340",2025-01-02,NLAMA-FRPNO,ER,RUB,,2,1,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",11,11,0,0,24,64,174,0,0,21,160,67,14,0,0,3,4,10,7,6,11,4,0,0,0,0,18,27,262,0,0,0,0,0,0,0,0,0,0,24
"9340",2025-01-02,NLAMA-FRPNO,ER,RUB,,2,1,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",11,0,0,0,4,10,43,0,1,13,34,10,1,0,0,0,1,1,1,2,1,3,2,0,0,0,7,4,58,0,0,0,0,0,0,0,0,0,0,5
"9352",2025-01-02,NLAMA-FRPNO,ER,PBA,"4533",2,5,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",13,0,0,0,21,52,182,1,1,22,158,61,16,0,0,0,2,6,1,5,0,0,1,0,0,0,1,14,257,0,0,0,0,0,0,0,0,0,0,23
"9352",2025-01-02,NLAMA-FRPNO,ER,PBA,"4533",2,5,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",13,0,0,0,4,11,35,0,0,4,32,9,5,0,0,2,0,1,0,2,0,0,0,0,0,0,1,4,50,0,0,0,0,0,0,0,0,0,0,4
"9352",2025-01-02,NLAMA-FRPNO,ER,PBA,"4533",2,5,Schiphol Airport,Netherlands,"52.308787","4.761487","13",13,0,0,0,4,12,20,0,0,2,22,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,4
"9363",2025-01-02,FRPNO-NLAMA,ER,RUB,,0,17,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,3,15,39,0,0,1,41,15,0,0,0,0,2,6,3,2,2,2,0,0,0,0,13,4,57,0,0,0,0,0,0,0,0,0,0,3
"9364",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4532",2,0,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",15,0,0,0,23,55,160,0,0,17,153,56,12,0,0,7,5,11,14,9,4,1,0,0,0,0,19,32,238,0,0,0,0,0,0,0,0,0,0,23
"9364",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4532",2,0,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",15,0,0,0,6,15,59,0,1,6,53,19,3,0,0,2,3,9,16,4,4,1,2,0,0,0,15,26,81,0,0,0,0,0,0,0,0,0,0,7
"9369",2025-01-02,FRPNO-NLAMA,ER,PBA,"4533",0,14,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",18,0,0,0,6,16,39,1,1,8,39,9,7,0,0,0,2,3,6,4,6,3,0,0,0,0,23,1,63,0,0,0,0,0,0,0,0,0,0,8
"9370",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4307",3,0,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",16,0,0,0,15,59,185,1,1,17,168,66,10,0,0,9,3,13,18,6,7,4,2,0,0,0,15,47,261,0,0,0,0,0,0,0,0,0,0,17
"9370",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4307",3,0,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",16,0,0,0,5,9,55,0,0,3,55,7,4,0,0,1,0,3,5,2,2,1,0,0,0,0,9,5,69,0,0,0,0,0,0,0,0,0,0,5
"9376",2025-01-02,NLAMA-FRPNO,ER,PBA,"4536",13,34,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",17,0,0,0,22,62,189,0,1,17,185,61,11,0,0,2,6,9,14,0,5,2,2,0,0,0,9,31,274,0,0,0,0,0,0,0,0,0,0,23
"9376",2025-01-02,NLAMA-FRPNO,ER,PBA,"4536",13,34,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",17,0,0,0,3,6,38,0,0,2,38,7,0,0,0,0,0,5,3,1,0,1,0,0,0,0,5,5,47,0,0,0,0,0,0,0,0,0,0,3
"9381",2025-01-02,FRPNO-NLAMA,ER,PBKA,"4532",0,0,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,0,6,9,0,0,0,9,5,1,0,0,0,0,6,0,0,2,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0
"9414",2025-01-02,DEDTM-FRPNO,ER,PBKA,"4307",0,25,Dusseldorf Hbf,Germany,"51.21996","6.794316","13",6,0,0,0,9,16,14,0,0,2,22,12,3,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,9
"9414",2025-01-02,DEDTM-FRPNO,ER,PBKA,"4307",0,25,Aachen Hbf,Germany,"50.77607","6.08378","16",7,0,0,0,5,9,57,0,0,5,45,21,0,0,0,1,0,1,3,0,1,0,0,0,0,0,6,0,71,0,0,0,0,0,0,0,0,0,0,5
"9414",2025-01-02,DEDTM-FRPNO,ER,PBKA,"4307",0,25,Cologne Hbf,Germany,"50.8789","7.119303","16",6,0,0,0,8,17,82,0,0,5,58,40,4,0,0,0,2,8,0,0,3,0,0,0,0,0,13,0,107,0,0,0,0,0,0,0,0,0,0,8
"9423",2025-01-02,FRPNO-DEDTM,ER,RUB,"4341",25,32,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",11,0,0,0,4,7,31,0,0,0,24,16,2,0,0,1,2,9,2,2,0,0,0,0,0,0,12,4,42,0,0,0,0,0,0,0,0,0,0,4
"9426",2025-01-02,DEDTM-FRPNO,ER,RUB,"4322",0,0,Dusseldorf Hbf,Germany,"51.21996","6.794316","13",8,0,0,0,8,18,74,0,0,7,59,26,8,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,8
"9426",2025-01-02,DEDTM-FRPNO,ER,RUB,"4322",0,0,Dortmund Hbf,Germany,"51.517898","7.459293","16",7,0,0,0,2,7,17,0,0,1,18,1,6,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,26,0,0,0,0,0,0,0,0,0,0,2
"9426",2025-01-02,DEDTM-FRPNO,ER,RUB,"4322",0,0,Essen Hbf,Germany,"51.451351","7.014795","16",7,0,0,0,3,13,10,0,0,5,13,7,1,0,0,1,1,0,0,2,0,1,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,3
"9426",2025-01-02,DEDTM-FRPNO,ER,RUB,"4322",0,0,Aachen Hbf,Germany,"50.77607","6.08378","16",9,0,0,0,8,3,25,0,0,3,20,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,8
"9426",2025-01-02,DEDTM-FRPNO,ER,RUB,"4322",0,0,Cologne Hbf,Germany,"50.8789","7.119303","16",8,0,0,0,12,21,94,0,0,12,69,40,6,0,0,2,2,0,2,2,2,1,0,0,0,0,10,1,127,0,0,0,0,0,0,0,0,0,0,12
"9428",2025-01-02,NLAMA-FRPNO,ER,TGH,"4302",0,2,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",9,0,0,0,27,58,163,0,0,16,158,63,11,0,0,5,5,5,3,10,6,3,1,0,0,0,23,15,248,0,0,0,0,0,0,0,0,0,0,27
"9428",2025-01-02,NLAMA-FRPNO,ER,TGH,"4302",0,2,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",9,0,0,0,4,17,77,0,0,7,63,23,5,0,0,1,1,6,6,7,3,0,0,0,0,0,22,2,98,0,0,0,0,0,0,0,0,0,0,4
"9428",2025-01-02,NLAMA-FRPNO,ER,TGH,"4302",0,2,Schiphol Airport,Netherlands,"52.308787","4.761487","13",9,0,0,0,2,3,19,0,0,1,13,8,2,0,0,0,3,0,2,1,1,0,0,0,0,0,6,1,24,0,0,0,0,0,0,0,0,0,0,2
"9435",2025-01-02,FRPNO-DEDTM,ER,PBKA,"4344",0,1,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,4,9,35,0,1,4,33,8,4,0,0,3,1,3,7,1,1,0,1,0,0,0,13,4,49,0,0,0,0,0,0,0,0,0,0,5
"9439",2025-01-02,FRPNO-NLAMA,ER,PBKA,"4537",30,39,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,11,16,33,0,0,3,41,13,3,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,0,11
"9450",2025-01-02,DEDTM-FRPNO,ER,RUB,"4306",0,30,Aachen Hbf,Germany,"50.77607","6.08378","16",13,0,0,0,7,6,24,0,0,4,29,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,7
"9450",2025-01-02,DEDTM-FRPNO,ER,RUB,"4306",0,30,Cologne Hbf,Germany,"50.8789","7.119303","16",12,13,0,0,21,66,187,0,0,28,174,52,20,0,0,1,2,5,5,2,4,1,2,0,0,0,10,12,274,0,0,0,0,0,0,0,0,0,0,21
"9459",2025-01-02,FRPNO-DEDTM,ER,RUB,"4304",0,27,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,3,2,30,0,1,2,27,7,0,0,0,0,3,6,1,2,3,3,1,0,0,0,15,4,36,0,0,0,0,0,0,0,0,0,0,4
"9463",2025-01-02,FRPNO-NLAMA,ER,PBA,"4342",0,17,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,3,18,33,0,0,5,36,10,3,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,54,0,0,0,0,0,0,0,0,0,0,3
"9471",2025-01-02,FRPNO-DEDTM,ER,TGH,"4346",14,69,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,0,3,15,28,1,0,2,29,16,0,0,0,2,4,7,3,4,1,2,0,0,0,0,23,0,47,0,0,0,0,0,0,0,0,0,0,4
"9474",2025-01-02,DEDTM-FRPNO,ER,RUB,"4341",7,17,Aachen Hbf,Germany,"50.77607","6.08378","16",17,0,0,0,1,2,37,0,0,3,27,8,2,0,0,1,1,0,0,1,0,2,0,0,0,0,4,1,40,0,0,0,0,0,0,0,0,0,0,1
"9474",2025-01-02,DEDTM-FRPNO,ER,RUB,"4341",7,17,Cologne Hbf,Germany,"50.8789","7.119303","16",16,0,0,0,19,62,175,2,2,22,164,58,16,0,0,0,1,2,1,2,1,0,0,0,0,0,5,2,260,0,0,0,0,0,0,0,0,0,0,23
"9476",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4537",13,34,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",17,0,0,0,28,55,203,0,0,17,168,92,9,0,0,1,8,30,26,10,14,5,1,0,0,0,14,81,286,0,0,0,0,0,0,0,0,0,0,28
"9476",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4537",13,34,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",17,0,0,0,4,14,45,0,0,2,46,10,5,0,0,3,0,7,14,5,4,2,0,0,0,0,13,22,63,0,0,0,0,0,0,0,0,0,0,4
"9476",2025-01-02,NLAMA-FRPNO,ER,PBKA,"4537",13,34,Schiphol Airport,Netherlands,"52.308787","4.761487","13",17,0,0,0,1,9,5,0,0,2,10,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,1
