"train_no","scheduled_dt","route","carrier","eq_code","set_no","dep_delay","arr_delay","station","country","latitude","longitude","zoom","hr","group","assistance","duty","premier","plus","standard","wheelchair_companion","wheelchair","senior","adult","youth","child","guide_dog","00~02","03~12","13~19","20~29","30~39","40~49","50~59","60~69","70~79","80~89","90~99","100+","eu_count","noneu_count","passeneger_counts","child_meal","dairy_free_meal","diabetic_meal","gluten_free_meal","kosher_meal","low_fat_meal","low_salt_meal","halal_meal","vegan_meal","vegetarian_meal","standard_meal"
"9159",2024-12-27,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",20,0,0,0,0,17,249,1,1,7,193,41,27,0,0,14,17,22,20,18,11,13,1,0,0,0,73,43,268,2,0,0,1,0,0,0,0,0,0,16
"9159",2024-12-27,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,1,12,65,353,0,0,30,315,62,23,0,0,15,11,54,50,19,18,9,3,0,0,0,104,75,430,0,0,1,1,0,0,0,0,0,1,74
"9165",2024-12-27,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",21,0,0,0,4,19,120,1,1,1,104,35,5,0,0,6,24,46,31,17,9,3,3,0,0,0,59,80,145,1,0,0,1,0,0,0,0,0,0,23
"9165",2024-12-27,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,1,9,68,419,1,1,14,409,51,23,1,0,26,35,131,120,66,55,26,5,2,0,0,231,235,498,0,0,0,0,0,0,0,0,1,5,73
"9310",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4537",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",6,0,0,0,21,23,72,0,0,6,69,37,4,0,0,1,5,6,3,1,3,2,0,0,0,0,14,7,116,0,0,0,0,0,0,0,0,0,0,21
"9310",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4537",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",6,0,0,0,10,41,160,0,0,12,109,79,11,0,0,7,12,18,7,14,6,1,0,0,0,0,65,0,211,0,0,0,0,0,0,0,0,0,0,10
"9321",2024-12-27,FRPNO-NLAMA,EurostarRed(Thalys),TGH,"4532",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,0,0,0,5,17,38,0,0,4,41,12,3,0,1,0,0,3,2,0,0,2,0,0,0,0,2,6,60,0,0,0,0,0,0,0,0,0,0,5
"9322",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),E320,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",8,0,0,0,30,57,262,1,1,15,198,118,20,0,0,15,24,32,9,35,16,5,2,0,0,0,114,24,351,0,0,0,0,0,0,0,0,0,0,32
"9322",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),E320,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",8,0,0,0,30,62,347,0,0,24,241,152,22,0,2,20,34,41,21,31,27,23,7,0,0,0,201,5,439,0,0,0,0,0,0,0,0,0,0,30
"9322",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),E320,,,,Schiphol Airport,Netherlands,"52.308787","4.761487","13",8,0,0,0,10,15,30,0,0,7,31,15,2,0,0,1,0,1,1,1,0,0,0,0,0,0,4,0,55,0,0,0,0,0,0,0,0,0,0,10
"9328",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",9,0,0,0,13,58,99,1,1,28,98,36,10,0,0,1,4,1,2,2,2,5,0,0,0,0,13,4,172,0,0,0,0,0,0,0,0,0,0,15
"9328",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",9,0,0,0,6,12,97,0,0,8,78,22,7,0,0,0,1,6,6,1,5,1,1,0,0,0,20,1,115,0,0,0,0,0,0,0,0,0,0,6
"9340",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),TGH,"4302",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",11,0,0,0,16,34,134,0,0,27,104,35,18,0,0,7,4,3,4,6,5,1,2,0,0,0,18,14,184,0,0,0,0,0,0,0,0,0,0,16
"9340",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),TGH,"4302",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",11,0,0,0,11,32,69,0,0,16,61,26,9,0,0,3,2,0,2,3,2,1,2,0,0,0,14,1,112,0,0,0,0,0,0,0,0,0,0,11
"9354",2024-12-27,NLAMA-BEBMI,EurostarRed(Thalys),E320,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",13,0,0,0,22,54,231,0,0,19,199,62,27,0,0,3,6,1,0,9,4,0,1,0,0,0,15,9,307,0,0,0,0,0,0,0,0,0,0,22
"9354",2024-12-27,NLAMA-BEBMI,EurostarRed(Thalys),E320,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",14,0,0,0,7,7,24,0,0,0,27,7,4,0,0,0,2,1,3,1,3,0,3,0,0,0,10,3,38,0,0,0,0,0,0,0,0,0,0,7
"9354",2024-12-27,NLAMA-BEBMI,EurostarRed(Thalys),E320,,,,Schiphol Airport,Netherlands,"52.308787","4.761487","13",14,0,0,0,0,3,17,0,0,3,12,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0
"9357",2024-12-27,FRPNO-NLAMA,EurostarRed(Thalys),PBA,"4343",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",16,0,0,0,6,12,9,0,0,2,21,0,4,0,0,4,0,0,4,8,1,0,0,1,0,0,4,14,27,0,0,0,0,0,0,0,0,0,0,6
"9358",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),TGH,"4532",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",14,0,0,0,27,55,139,2,2,23,145,41,16,0,0,4,2,7,12,6,10,7,1,0,0,0,25,24,225,0,0,0,0,0,0,0,0,0,0,31
"9358",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),TGH,"4532",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",14,0,0,0,2,18,93,0,0,13,68,21,11,0,0,4,1,6,10,4,4,7,1,0,0,0,28,9,113,0,0,0,0,0,0,0,0,0,0,2
"9364",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4537",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",15,0,0,0,20,36,141,0,0,19,122,49,7,0,0,4,7,7,4,11,5,8,1,1,0,0,30,18,197,0,0,0,0,0,0,0,0,0,0,20
"9364",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4537",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",15,10,0,0,9,28,87,0,0,10,76,32,6,0,0,0,3,7,12,4,8,1,1,0,0,0,31,5,124,0,0,0,0,0,0,0,0,0,0,9
"9369",2024-12-27,FRPNO-NLAMA,EurostarRed(Thalys),TGH,"4540",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",18,0,0,0,2,14,29,0,0,1,33,4,7,0,1,6,2,3,5,8,3,2,0,1,0,0,19,12,45,0,0,0,0,0,0,0,0,0,0,2
"9370",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4536",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",16,0,0,0,21,52,174,1,1,31,171,38,9,0,0,0,2,9,5,3,2,5,4,0,0,0,8,22,249,0,0,0,0,0,0,0,0,0,0,23
"9370",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4536",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",16,0,0,0,11,14,70,0,0,8,60,22,5,0,0,1,3,8,6,5,2,6,2,0,0,0,23,10,95,0,0,0,0,0,0,0,0,0,0,11
"9370",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBA,"4536",,,Schiphol Airport,Netherlands,"52.308787","4.761487","13",16,0,0,0,0,9,6,0,0,2,7,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0
"9381",2024-12-27,FRPNO-NLAMA,EurostarRed(Thalys),PBA,"4537",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,2,7,15,1,1,0,22,3,1,0,0,1,1,1,1,2,1,0,0,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,4
"9382",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBKA,"4305",,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",18,0,0,0,15,42,170,0,0,11,153,59,4,0,0,0,6,13,6,5,5,0,0,1,0,0,16,20,227,0,0,0,0,0,0,0,0,0,0,15
"9382",2024-12-27,NLAMA-FRPNO,EurostarRed(Thalys),PBKA,"4305",,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",18,0,0,0,3,19,64,0,0,4,60,20,2,0,0,2,2,7,6,3,4,1,0,0,0,0,18,7,86,0,0,0,0,0,0,0,0,0,0,3
"9387",2024-12-27,FRPNO-NLAMA,EurostarRed(Thalys),PBA,"4536",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",21,0,0,0,0,11,23,0,0,3,23,7,1,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0
"9414",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),TGH,"4346",,,Cologne Hbf,Germany,"50.8789","7.119303","16",6,0,0,0,2,20,93,0,0,2,70,42,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,115,0,0,0,0,0,0,0,0,0,0,2
"9423",2024-12-27,FRPNO-DEDTM,EurostarRed(Thalys),RUB,"4332",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",11,0,0,0,6,24,44,0,0,5,53,11,5,0,1,0,0,2,2,0,0,0,0,0,0,0,2,3,74,0,0,0,0,0,0,0,0,0,0,6
"9426",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4331",,,Dusseldorf Hbf,Germany,"51.21996","6.794316","13",8,0,0,0,17,20,45,0,0,9,59,8,6,0,0,0,0,1,4,0,0,4,0,0,0,0,8,1,82,0,0,0,0,0,0,0,0,0,0,17
"9426",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4331",,,Essen Hbf,Germany,"51.451351","7.014795","16",7,0,0,0,2,15,18,0,0,7,21,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,0,2
"9426",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4331",,,Aachen Hbf,Germany,"50.77607","6.08378","16",9,0,0,0,0,3,24,0,0,5,17,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0
"9426",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4331",,,Cologne Hbf,Germany,"50.8789","7.119303","16",8,0,0,0,10,28,101,0,0,12,86,30,11,0,0,2,4,2,4,3,2,0,0,0,0,0,17,0,139,0,0,0,0,0,0,0,0,0,0,10
"9435",2024-12-27,FRPNO-DEDTM,EurostarRed(Thalys),RUB,"4346",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,24,0,0,13,32,66,0,0,12,74,21,4,0,0,2,3,0,5,4,2,0,3,0,0,0,3,16,111,0,0,0,0,0,0,0,0,0,0,13
"9450",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Aachen Hbf,Germany,"50.77607","6.08378","16",13,0,0,0,2,8,30,0,0,6,23,8,3,0,0,0,0,2,0,1,1,1,1,0,0,0,4,2,40,0,0,0,0,0,0,0,0,0,0,2
"9450",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Cologne Hbf,Germany,"50.8789","7.119303","16",12,0,0,0,30,67,203,0,0,40,178,61,21,0,0,4,4,3,7,4,8,5,1,0,0,0,21,15,300,0,0,0,0,0,0,0,0,0,0,30
"9459",2024-12-27,FRPNO-DEDTM,EurostarRed(Thalys),TGH,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,5,14,32,0,0,4,38,7,2,0,0,1,1,3,5,2,5,5,2,0,0,0,9,15,51,0,0,0,0,0,0,0,0,0,0,5
"9471",2024-12-27,FRPNO-DEDTM,EurostarRed(Thalys),TGH,"4331",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,0,4,3,18,0,0,3,17,5,0,0,0,0,0,2,0,1,1,0,4,0,0,0,4,4,25,0,0,0,0,0,0,0,0,0,0,4
"9474",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4332",,,Aachen Hbf,Germany,"50.77607","6.08378","16",17,0,0,0,3,3,32,0,0,5,22,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,3
"9474",2024-12-27,DEDTM-FRPNO,EurostarRed(Thalys),RUB,"4332",,,Cologne Hbf,Germany,"50.8789","7.119303","16",16,0,0,0,29,74,196,0,1,22,219,45,14,0,0,2,0,5,11,3,4,4,2,0,0,0,14,17,300,0,0,0,0,0,0,0,0,0,0,30
"9477",2024-12-27,FRPNO-DEDTM,EurostarRed(Thalys),RUB,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,2,7,14,0,0,1,12,10,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,3,23,0,0,0,0,0,0,0,0,0,0,2
"9937",2024-12-27,FRMLV-NLAMA,EurostarRed(Thalys),PBKA,"4305",,,Disneyland Paris (Marne-la-Vallée Chessy),France,"48.859276","2.598504999999932","16",11,0,0,0,12,32,121,2,2,12,91,25,41,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,169,0,0,0,0,0,0,0,0,0,0,16
"9002",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",6,0,0,0,15,156,671,1,1,19,620,138,66,1,0,76,92,179,108,144,106,28,6,1,0,0,80,660,844,1,0,0,0,0,0,0,0,0,2,170
"9007",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",7,48,0,0,0,107,663,2,2,17,518,206,33,0,1,40,88,260,98,73,63,19,10,1,2,0,439,216,774,0,0,0,0,0,0,0,0,1,1,109
"9008",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",8,23,0,0,75,134,672,1,1,27,671,120,64,1,2,66,78,162,127,114,113,29,14,3,0,0,63,645,883,1,2,0,0,0,0,0,0,0,0,208
"9011",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",8,61,0,0,3,108,645,0,0,14,536,164,42,0,2,47,85,178,120,107,64,27,5,0,0,0,398,237,756,2,0,0,1,0,0,0,2,0,2,104
"9014",2024-12-28,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,24,0,0,78,120,535,0,0,40,500,129,64,0,0,66,71,102,105,117,71,60,26,5,1,0,66,558,733,6,0,0,4,0,0,0,2,0,2,184
"9015",2024-12-28,FRPNO-GBSPX,Eurostar,E320,"4024-4023",,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",9,12,0,0,17,100,633,1,1,32,524,150,46,0,3,45,91,138,94,122,99,30,18,1,0,0,424,217,752,2,1,0,1,0,0,0,0,0,1,114
"9018",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",10,69,0,0,76,134,672,1,1,42,624,137,81,0,0,80,90,122,111,136,97,58,20,3,1,0,85,633,884,1,1,0,0,0,0,0,1,1,6,202
"9019",2024-12-28,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",10,0,0,0,13,103,511,2,2,29,438,113,50,1,2,61,73,122,92,79,80,24,15,3,0,0,352,199,631,1,0,0,1,0,0,0,0,0,1,117
"9022",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,0,0,0,76,134,672,2,2,41,606,163,76,0,2,79,114,120,121,146,142,54,39,8,0,0,127,698,886,0,0,0,1,0,0,0,0,0,2,211
"9023",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",11,10,0,0,37,116,627,1,1,53,477,162,90,0,3,99,88,131,94,142,82,47,33,3,0,0,364,358,782,3,0,0,0,0,0,0,0,1,0,151
"9024",2024-12-28,GBSPX-FRPNO,Eurostar,E320,"4024-4023",,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",12,0,0,0,75,113,672,2,2,51,573,164,76,0,6,75,103,114,110,128,118,63,43,8,1,0,207,562,864,0,1,0,0,0,0,0,0,0,3,188
"9027",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",12,0,0,0,44,126,648,0,0,46,529,157,86,0,0,105,85,128,136,143,104,48,29,8,0,0,354,432,818,0,0,0,2,0,0,0,2,0,6,160
"9028",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,76,134,672,0,0,55,600,153,74,0,4,84,94,152,122,153,99,69,35,8,0,0,251,569,882,0,1,0,1,0,0,0,2,1,5,200
"9031",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",13,0,0,0,57,134,631,3,3,47,577,138,66,0,0,65,96,155,137,127,101,52,30,6,0,0,334,435,828,4,1,1,0,0,2,0,4,1,4,180
"9032",2024-12-28,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",14,63,0,0,52,119,536,1,1,35,521,98,53,2,5,57,63,127,103,100,72,45,31,9,1,0,219,394,709,3,0,0,0,0,0,0,0,0,1,169
"9035",2024-12-28,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",14,0,0,0,43,112,502,0,0,44,444,117,51,1,3,68,66,142,105,105,61,45,16,8,2,0,241,380,657,2,0,0,2,0,0,0,0,3,1,147
"9036",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,0,30,123,660,0,0,46,556,153,57,1,2,73,85,154,123,113,102,49,39,9,2,1,326,426,813,0,0,0,0,0,0,0,0,2,1,150
"9039",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",15,11,0,0,33,125,624,1,2,37,561,126,61,0,0,62,64,169,154,88,71,52,34,12,2,0,314,394,785,1,1,0,1,0,1,0,4,1,7,145
"9040",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",16,0,0,0,10,146,641,2,1,43,532,132,92,1,3,91,82,128,109,114,88,71,17,7,0,0,398,312,800,0,2,0,0,0,0,0,2,0,2,153
"9043",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",16,14,0,0,37,118,637,1,1,30,613,89,60,2,3,62,75,168,125,126,114,43,23,5,0,0,293,451,794,6,1,0,1,0,0,0,4,0,9,136
"9044",2024-12-28,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,0,0,0,1,136,484,0,0,22,455,97,47,0,2,54,70,126,87,103,71,32,29,6,0,0,343,237,621,0,0,0,0,0,0,1,0,0,0,136
"9046",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,45,0,0,2,146,621,0,0,25,541,144,57,2,3,66,95,131,102,89,99,37,29,3,0,0,431,223,769,1,0,0,1,0,0,0,4,0,3,139
"9047",2024-12-28,FRPNO-GBSPX,Eurostar,E320,"4024-4023",,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",17,14,0,0,20,126,629,1,1,41,588,90,56,2,4,63,51,143,157,124,91,33,34,6,1,0,241,466,777,4,0,0,1,0,0,0,0,2,5,136
"9050",2024-12-28,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,0,0,0,7,134,605,1,1,32,523,154,37,2,3,51,103,158,114,100,95,66,12,4,0,0,469,237,748,0,0,0,0,0,0,0,0,1,1,141
"9054",2024-12-28,GBSPX-FRPNO,Eurostar,E320,"4024-4023",,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,11,0,0,4,142,632,0,0,34,574,128,42,0,1,52,91,174,129,100,73,45,28,5,0,0,381,317,778,0,0,0,0,0,0,0,2,0,2,142
"9055",2024-12-28,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,1,0,0,30,139,631,1,1,32,607,114,45,4,0,59,65,155,118,115,95,40,31,1,0,0,176,503,802,2,0,0,0,0,0,0,0,1,3,165
"9059",2024-12-28,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",20,10,0,0,45,95,511,0,0,21,507,98,22,3,0,27,49,180,138,67,68,38,14,1,0,0,225,357,651,0,0,0,0,0,2,0,0,0,1,137
"9110",2024-12-28,GBSPX-BEBMI,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,0,3,108,595,1,1,20,540,102,46,0,1,58,62,181,127,90,64,30,10,2,0,0,160,465,708,0,0,0,0,0,0,0,0,0,2,111
"9113",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",8,52,0,0,0,40,260,1,1,10,204,63,25,0,0,25,38,71,30,43,21,9,4,0,0,0,235,6,302,0,0,0,0,0,0,0,0,0,0,42
"9113",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",7,0,0,0,11,80,349,0,0,8,298,116,18,0,0,21,72,139,64,64,57,6,2,0,0,0,362,63,440,0,0,0,0,0,0,0,3,0,1,87
"9114",2024-12-28,GBSPX-NLAMA,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",8,0,0,0,11,98,592,1,1,24,541,86,51,1,0,51,45,151,113,98,70,39,8,3,0,0,115,463,703,1,0,0,0,0,0,0,3,0,5,102
"9116",2024-12-28,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,25,0,0,7,124,451,0,0,19,430,87,46,0,1,54,62,44,91,85,68,24,14,2,0,0,40,405,582,3,0,0,5,0,0,0,0,0,2,121
"9117",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",9,0,0,0,1,28,161,0,0,7,133,31,19,0,0,23,23,26,23,41,31,6,3,0,0,0,167,9,190,0,0,0,0,0,0,0,0,0,0,29
"9117",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",8,0,0,0,6,106,461,0,0,21,407,118,27,0,1,47,67,123,81,95,81,31,11,5,0,0,442,100,573,1,0,0,1,0,0,0,2,0,1,107
"9120",2024-12-28,GBSPX-BEBMI,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",10,0,0,0,8,108,614,3,3,44,511,114,66,1,3,77,81,100,122,125,100,42,22,8,0,0,210,470,736,3,0,0,1,0,0,0,6,2,5,105
"9123",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Lille Europe,France,"50.639224","3.075796","16",11,0,0,0,2,15,114,0,0,9,69,42,11,0,0,16,18,35,17,22,15,8,2,1,0,0,115,19,131,0,0,0,0,0,0,0,0,0,0,17
"9123",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,21,0,0,30,93,418,2,2,22,361,108,54,0,2,52,61,103,86,69,70,28,8,2,0,0,363,118,545,1,0,0,0,0,0,0,0,0,4,122
"9126",2024-12-28,GBSPX-NLAMA,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,10,0,0,28,121,604,1,2,63,546,90,57,0,2,48,69,120,109,95,96,58,33,7,0,0,181,456,756,2,0,0,0,0,0,0,2,1,6,141
"9132",2024-12-28,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,15,115,488,1,3,79,412,76,55,0,1,65,51,66,88,101,76,53,52,16,1,0,271,299,622,3,0,1,0,0,0,0,0,0,4,126
"9135",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",13,0,0,0,0,13,134,0,0,15,83,32,17,0,0,17,16,24,25,23,18,12,5,3,0,0,115,28,147,0,0,0,0,0,0,0,0,0,0,13
"9135",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",12,0,0,0,22,146,538,0,0,62,469,110,65,0,2,66,53,106,115,113,94,61,31,13,0,0,462,192,706,3,0,0,0,0,0,0,0,2,8,155
"9141",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Lille Europe,France,"50.639224","3.075796","16",15,0,0,0,0,25,135,0,0,8,126,18,8,0,0,12,12,23,36,23,14,11,18,5,0,1,83,72,160,0,1,0,0,0,0,0,0,0,2,22
"9141",2024-12-28,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",14,0,0,0,4,115,383,3,3,44,359,81,23,1,1,32,48,75,86,67,64,41,29,14,0,0,259,198,508,0,0,0,2,0,0,0,0,4,1,118
"9142",2024-12-28,GBSPX-BEBMI,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,0,12,107,634,0,0,43,511,137,62,0,4,73,85,127,127,100,101,56,23,6,0,0,456,246,753,1,1,0,5,0,0,0,0,0,1,111
"9148",2024-12-28,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,0,0,0,2,115,474,0,0,32,403,121,35,0,2,54,74,119,103,92,93,43,16,2,0,0,504,94,591,2,0,0,0,0,0,0,4,0,4,107
